,tweets,sentiment,word_counts,chars_count,avg_word,stop_words_count,hash_counts,mentions_count,numeric_count,upper_count,emails_count,urls_flag,rt_count
2964,purpleaustin hangover probably hangover jewelz,0,15,99,5.6,5,0,1,0,1,0,0,0
2965,storycorey sadly wish come auckland busy,0,18,98,4.444444444444445,5,0,1,0,3,0,0,0
2966,english essay start writing roman sacrificial ceremony start planning,0,12,80,5.666666666666667,3,0,0,0,0,0,0,0
2967,klausheesch unfortunately pay tenner touch miss gen gets free iphone,0,24,128,4.333333333333333,11,0,1,0,1,0,0,0
2968,hard drop son,0,10,43,3.3,3,0,0,0,0,0,0,0
2969,katn next-day spewer way suffer hangover ugh memories glad ure ok haha,0,22,112,4.090909090909091,9,0,1,0,1,0,0,0
2970,mini vacation officially,0,6,36,5.0,2,0,0,0,0,0,0,0
2971,yankee stadiumin rain,0,4,29,6.25,1,0,0,0,0,0,0,0
2972,totoro226 meaning lot noon-830 sorry ambiguity vacay paradise ends tmw,0,23,135,4.869565217391305,10,0,1,0,0,0,0,0
2973,somebody having fun,0,6,37,5.166666666666667,2,0,0,0,0,0,0,0
2974,mrkrgnao scoop bring america friend,0,16,82,4.125,10,0,1,0,0,0,0,0
2975,unfortunately missed hydrofoil yichang wait dinner chinese friends,0,24,137,4.708333333333333,11,0,0,0,1,0,0,0
2976,tired sleep stupid getting way,0,14,74,4.214285714285714,7,0,0,0,0,0,0,0
2977,courtneyxox miss,0,4,25,5.25,0,0,1,0,1,0,0,0
2978,hates mondays,0,6,29,3.8333333333333335,2,0,0,0,0,0,0,0
2979,outside raining nice view,0,8,41,4.125,4,0,0,0,0,0,0,0
2980,kentjlewis link works,0,7,42,5.0,3,0,1,0,0,0,0,0
2981,mumps,0,2,10,4.0,1,0,0,0,0,0,0,0
2982,class hope slow soo tired,0,15,69,3.6,5,0,0,1,0,0,0,0
2983,found self driving morning wishing rain wash dust poor poor car 4 wks wash,0,24,114,3.75,9,0,0,1,0,0,0,0
2984,acmephoto simply trying consistency accounts tmobileusa tmobilewill,0,16,112,6.0,7,0,3,0,0,0,0,0
2985,karynromeis norwegian live old bet,0,18,81,3.5,11,0,1,0,1,0,0,0
2986,beauknows suck wanna uptown omg met fans frickin marcopollos punks stoners,0,25,140,4.6,7,0,1,0,2,0,0,0
2987,topherocious,0,1,14,13.0,0,0,1,0,0,0,0,0
2988,backstreetboys looks left ajs butt came,0,17,98,4.764705882352941,8,0,1,0,0,0,0,0
2989,bunco coworkers swear old bonding experience plus bring vodka,0,21,111,4.285714285714286,5,0,0,0,3,0,0,0
2990,duhdonna lovely trust feel wasnt,0,21,101,3.8095238095238093,11,0,1,0,0,0,0,0
2991,learning tweet wanna send messages ppl,0,10,51,4.0,3,0,0,1,0,0,0,0
2992,feeling worse yesterday toughing kiddos,0,15,85,4.666666666666667,8,0,0,0,0,0,0,0
2993,topsr true moment challenging title precious,0,16,89,4.5625,7,0,1,0,0,0,0,0
2994,miss aileen eddie anaheim lovers,0,8,42,4.25,3,0,0,0,0,0,0,0
2995,hours worth bio revision jeezz later,0,15,72,3.8,6,0,0,0,0,0,0,0
2996,super duper mega busy wifi sucks bigtime kfc fries huhuhu,0,14,79,4.642857142857143,2,0,0,0,0,0,0,0
2997,photo taking names kicking arse gouache second hand canvas struggle painting,0,17,122,6.176470588235294,3,0,0,0,1,0,1,0
2998,hear passed away,0,9,46,4.111111111111111,3,0,0,0,0,0,0,0
2999,jubiedeane omg sorry hear uncle terrible,0,11,71,5.181818181818182,3,0,1,0,1,0,0,0
3000,vsvibespot misssed krave event went verrry,0,10,61,5.1,2,0,1,0,0,0,0,0
3001,feels discovery kingdom water world,0,10,59,4.9,2,0,0,0,0,0,0,0
3002,1 goal gila game milan dillematic 4,0,14,72,4.142857142857143,6,0,0,2,0,0,0,0
3003,specialkest afford nyc,0,5,38,6.6,0,0,1,0,2,0,0,0
3004,seesmic form update failed,0,10,58,4.8,5,0,0,0,1,0,0,0
3005,finished making baked spring rolls surrounded smell deliciousness cant eat,0,24,131,4.458333333333333,12,0,0,0,0,0,0,0
3006,aldrocks ahh miss joe supposed come star break room tho,0,27,134,3.962962962962963,12,0,1,0,1,0,0,0
3007,indy cheap place wheels pontiac vibe help brother chrome cracking ruining tires,0,25,129,4.16,10,1,0,0,0,0,0,0
3008,seethebuck head ache,0,5,28,4.6,1,0,1,0,0,0,0,0
3009,sleep fucking crack rocks,0,9,47,4.222222222222222,3,0,0,0,1,0,0,0
3010,lulumahon damn husband says dice hope find loving homes tickets,0,14,84,5.0,4,0,1,0,0,0,0,0
3011,waiting hoe come,0,7,32,3.5714285714285716,4,0,0,0,0,0,0,0
3012,fly bins maternity hand-me-downs checking bah,0,12,78,5.416666666666667,4,0,0,0,0,0,0,0
3013,daveeesh awww rest lt3,0,6,35,4.833333333333333,2,0,1,0,0,0,0,0
3014,ljnada www house til bout 5 10 minute walk slowly bugger didnt ya,0,26,122,3.6923076923076925,10,0,1,2,0,0,0,0
3015,rawrkaylaa baby watch world newsits prolly gunna affect,0,18,105,4.777777777777778,6,0,1,0,0,0,0,0
3016,wow thing mind cant beleive,0,19,81,3.263157894736842,13,0,0,0,0,0,0,0
3017,trentvanegas follow dm later-i,0,14,71,4.071428571428571,7,0,1,0,1,0,0,0
3018,hands raggedy ass janky sailor jupiter boots history forever,0,22,138,5.2727272727272725,8,0,0,0,1,0,1,0
3019,text ring broike g1 screen smashed,0,19,95,4.0,10,0,0,0,1,0,0,0
3020,junomagic gtlt yes commiserate finished pet-sitting friend cat suffered diarrhea,0,18,120,5.666666666666667,6,0,1,0,2,0,0,0
3021,lcbo closes,0,10,42,3.2,6,0,0,0,1,0,0,0
3022,happy chazzo,0,5,23,3.6,1,0,0,0,0,0,0,0
3023,catching paperwork,0,4,25,5.25,2,0,0,0,0,0,0,0
3024,kelly960 kill hot ones favourites gotten charlie,0,20,110,4.45,9,0,1,0,1,0,0,0
3025,sitting starbucks wishing internet stupid fredonia,0,9,60,5.666666666666667,3,0,0,0,0,0,0,0
3026,kenis1993 cool expensive,0,7,43,5.142857142857143,4,0,1,0,0,0,0,0
3027,working dvd menu lot inspiration,0,10,50,4.0,4,0,0,0,1,0,0,0
3028,atestole banana,0,6,36,5.0,3,0,0,0,0,0,0,0
3029,misses 8 10 cats tonigggght,0,7,35,4.0,2,0,0,2,0,0,0,0
3030,jasonjmikemgmt damn live ny guess contest,0,14,68,3.857142857142857,8,0,1,0,1,0,0,0
3031,mfowmes great hear itgawrjus bout marathon sunbathing sess tried thatits makin difference,0,21,131,5.238095238095238,8,0,1,0,0,0,0,0
3032,try sleep darned caffeine keeping,0,15,73,3.8666666666666667,4,0,0,0,0,0,0,0
3033,sucks far nothin cheer,0,11,55,3.8181818181818183,5,0,0,0,0,0,0,0
3034,karlaarandela saw site releasing north america parang ako whaaaaaat,0,17,107,5.294117647058823,6,0,1,0,2,0,0,0
3035,internet,0,4,20,4.0,2,0,0,0,0,0,0,0
3036,possible vista xp having format n00b,0,19,95,4.0,11,0,0,0,0,0,0,0
3037,feeling bit,0,5,24,3.8,2,0,0,0,0,0,0,0
3038,didnt revision,0,6,35,4.833333333333333,4,0,0,0,0,0,0,0
3039,scared life kissy kissy goo-goo,0,7,40,4.714285714285714,2,0,0,0,0,0,0,0
3040,sleepbut people let,0,19,85,3.473684210526316,11,0,0,0,1,0,0,0
3041,suntea,0,4,26,5.5,1,0,1,0,0,0,0,0
3042,housemate told shut hysterical laughing ooops,0,12,69,4.75,6,0,0,0,0,0,0,0
3043,snow 31st welcome northern ontario working,0,12,66,4.5,4,0,0,0,0,0,0,0
3044,injured knee,0,2,13,5.5,0,0,0,0,0,0,0,0
3045,having days,0,6,28,3.6666666666666665,3,0,0,0,0,0,0,0
3046,asleep schools try ditch feeling great,0,21,102,3.857142857142857,11,0,0,0,0,0,0,0
3047,dear people follow twitter gave hours expected reading material shame,0,19,103,4.421052631578948,5,0,0,0,3,0,0,0
3048,ageloc4theworld lovely tweetie chums leaving soon sunday uk tweetie chums tweet,0,24,136,4.625,8,0,1,0,2,0,0,0
3049,salece shit ruined pigman,0,13,88,5.769230769230769,6,0,2,0,1,0,1,0
3050,enjoyable moments short lived hectic life 14hours,0,14,94,5.714285714285714,4,0,0,0,0,0,1,0
3051,androidtomato ahaha yeah tired stupid enter key,0,10,64,5.4,1,0,1,0,0,0,0,0
3052,treeeeesha creepy,0,5,29,4.8,3,0,1,0,0,0,0,0
3053,helenas turn,0,4,26,5.5,0,0,0,0,0,0,0,0
3054,yi knew princess bug having babies baby worried,0,17,95,4.588235294117647,5,0,0,0,2,0,0,0
3055,ebbsbaby till 5,0,9,36,3.0,2,0,2,1,2,0,0,0
3056,totally awake minute knocked nexti hate sick sorrys ive died today- didnt mean,0,25,137,4.48,12,0,0,0,0,0,0,0
3057,survive friends separation pretty hard handle,0,16,92,4.6875,5,0,0,0,1,0,0,0
3058,doesnt feel goodsore throat ear hurts wtf,0,9,52,4.777777777777778,2,0,0,0,1,0,0,0
3059,aww sorry hear having luck,0,15,74,3.933333333333333,6,0,1,0,0,0,0,0
3060,burghseyewife hard bed sky light,0,17,86,4.0,10,0,1,0,0,0,0,0
3061,mummy ill better,0,12,67,4.5,7,0,0,0,0,0,0,0
3062,shankeng bebrands simon hammond branding book read gonna rock world food talentsthe world awaits,0,23,137,4.956521739130435,8,0,1,0,0,0,0,0
3063,projectstudios released,0,9,54,5.0,4,0,1,0,1,0,0,0
3064,hmm viewing youtube safari 4 fans g5 crazy hmm firefox fail,0,18,90,4.0,6,0,0,1,1,0,0,0
3065,jenniferjmoy sad copy extended version dvd,0,17,88,4.176470588235294,7,0,1,0,3,0,0,0
3066,marcwaller welcomei dms twitter,0,11,66,5.0,5,0,1,0,0,0,0,0
3067,klimshady omg sars rap stuck head finals sars virus minus,0,23,115,4.0,12,0,1,0,2,0,0,0
3068,watched sound asif series finished,0,8,50,5.25,3,0,0,0,0,0,0,0
3069,gas 3 bucks,0,7,49,6.0,2,0,0,1,0,0,1,0
3070,coconutwheel family plans,0,5,37,6.4,0,0,1,0,0,0,0,0
3071,jenniferkate repped years ago 3 agents 1 timehightlight mewill nyc 7 wks weekscould,0,26,137,4.230769230769231,9,0,1,5,1,0,0,0
3072,annoyed annoyed uk getting october,0,14,80,4.714285714285714,6,0,0,0,1,0,0,0
3073,finished watching scary movie jason passed abandoned wide awake,0,20,117,4.85,7,0,0,0,0,0,0,0
3074,pet society load,0,4,23,4.75,0,0,0,0,0,0,0,0
3075,cool charlie ben aswell lost stung nettles,0,18,87,3.8333333333333335,7,0,0,0,0,0,0,0
3076,ladyloki yeah pity went huge paying attention sell tour,0,19,104,4.473684210526316,9,0,1,0,0,0,0,0
3077,hopes weekend s eeeep scared,0,12,62,4.083333333333333,6,0,0,0,1,0,0,0
3078,jenngonzalez sorry hear bet heat help,0,11,64,4.818181818181818,2,0,1,0,1,0,0,0
3079,gaylib1986 hope ok poor little christopher,0,7,53,6.571428571428571,0,0,1,0,0,0,0,0
3080,leave school uggghh probably lot makeup double uggghh,0,16,88,4.5,4,0,0,0,3,0,0,0
3081,huaaaaaaaa study hard finish homework,0,9,52,4.777777777777778,4,0,0,0,0,0,0,0
3082,sunshine519 anymore,0,7,44,5.285714285714286,3,0,1,0,0,0,0,0
3083,loving mat kearney albumbut making sad,0,10,58,4.8,2,0,0,0,0,0,0,0
3084,bit enjoy dropping kids mums house,0,17,81,3.764705882352941,8,0,0,0,1,0,0,0
3085,nap bringing jess airport,0,7,42,4.857142857142857,3,0,0,0,0,0,0,0
3086,theyea liked sundays,0,6,37,5.166666666666667,1,0,1,0,1,0,0,0
3087,carlossaysrawr xbreathexgx apparently carlosim kid,0,6,57,8.5,1,0,2,0,0,0,0,0
3088,sick bad asthma,0,7,34,3.857142857142857,2,0,0,0,0,0,0,0
3089,taking shower cleaning roooom,0,10,50,4.0,4,0,0,0,2,0,0,0
3090,reached south carolina raining cats dogs stuff getting wet,0,16,95,4.9375,3,0,0,0,0,0,0,0
3091,bear89103 thx rockin party drums ion drums ftw,0,21,113,4.380952380952381,10,0,1,0,2,0,0,0
3092,wishing hubby,0,9,45,4.0,5,0,0,0,0,0,0,0
3093,francescazurlo trying luck,0,13,68,4.230769230769231,9,0,0,0,0,0,0,0
3094,green flash sighted beautiful sunset,0,7,48,5.857142857142857,0,0,0,0,0,0,0,0
3095,nicwinton busy,0,3,20,5.666666666666667,0,0,1,0,0,0,0,0
3096,feeling actually sick,0,10,49,3.9,3,0,0,0,0,0,0,0
3097,kuching soon maybe 4th 5th june,0,10,52,4.2,3,0,0,0,0,0,0,0
3098,blazita suck disappeared bueno,0,10,53,4.3,3,0,1,0,1,0,0,0
3099,valeriexefronas wow sad growing blame,0,20,101,4.0,12,0,1,0,0,0,0,0
3100,face feels explode stupid sinus crap,0,13,63,3.8461538461538463,3,0,0,0,0,0,0,0
3101,miss old st james green park especially daffs great,0,18,92,4.055555555555555,7,0,0,0,0,0,0,0
3102,criteriongames xbox live meen big surf island need single player stuff,0,19,104,4.473684210526316,6,0,1,0,2,0,0,0
3103,sunburnt brummyland whilst playing hours football lost,0,15,84,4.6,4,0,0,1,0,0,0,0
3104,monkey woke feeling wet sheet,0,15,76,3.933333333333333,6,0,0,0,0,0,0,0
3105,okayi drank sucks normal life,0,13,66,4.0,5,0,0,0,1,0,0,0
3106,great stopped dancing world kept goingomgggggg hangovers thee worst help,0,18,111,5.055555555555555,0,0,0,0,18,0,0,0
3107,kaylastack knowww,0,3,21,6.0,1,0,1,0,0,0,0,0
3108,activegirl bummermail came package,0,7,53,6.571428571428571,1,0,1,0,0,0,0,0
3109,girl felicia600,0,9,46,4.111111111111111,5,0,1,0,1,0,0,0
3110,britsystem sorry hope works soon,0,12,59,3.9166666666666665,7,0,1,0,0,0,0,0
3111,urbancollector picture wolvey bust look deal,0,18,98,4.444444444444445,7,0,1,0,0,0,0,0
3112,edsaint awwwwwwwow girl,0,6,43,6.166666666666667,2,0,1,0,0,0,0,0
3113,omg okay wanna broke watch katy perry video hurry payday need,0,23,112,3.869565217391304,4,0,0,0,2,0,0,0
3114,downside client site donut,0,9,52,4.777777777777778,4,0,0,0,0,0,0,0
3115,puedo dormirme watching prison break sooo hungry thirsty wanna eat staying away kitchen,0,25,145,4.8,4,0,0,0,0,0,0,0
3116,25-man ulduar hard,0,4,25,5.25,1,0,0,0,0,0,0,0
3117,prom,0,6,26,3.3333333333333335,3,0,0,0,0,0,0,0
3118,turns glass hawaiian punch cant replace cake,0,11,57,4.181818181818182,3,0,0,0,0,0,0,0
3119,ahhhhhhhh,0,3,17,4.666666666666667,0,0,0,0,1,0,0,0
3120,vegetariangirl1 lolnah meet sucked amazing,0,16,105,5.5625,10,0,1,0,0,0,0,0
3121,himynameismegn ahhh cries emo tears,0,8,58,6.25,1,0,1,0,1,0,0,0
3122,racetrack raining away rain,0,10,50,4.0,6,0,0,0,0,0,0,0
3123,vealmince waves,0,2,19,8.5,0,0,1,0,0,0,0,0
3124,waking promised dive anthropology tackle creative writing sound,0,23,138,5.0,7,0,0,0,1,0,0,0
3125,greenday2011 srsly,0,2,21,9.5,0,0,1,0,0,0,0,0
3126,hyacinths daffodils desk pollen starting affect allergies suck,0,25,127,4.08,11,0,0,0,3,0,0,0
3127,ois proud wishes certain somebody,0,12,64,4.333333333333333,7,0,0,0,0,0,0,0
3128,looking forward,0,8,47,4.875,2,0,0,0,1,0,0,0
3129,reach goal 100 followers followers,0,18,88,3.888888888888889,8,1,0,1,1,0,0,0
3130,xgracestackx live near coast thursday thoughif free thurs,0,23,127,4.521739130434782,9,0,1,0,0,0,0,0
3131,bored hang wif,0,7,33,3.7142857142857144,2,0,0,0,0,0,0,0
3132,thought watch movie tonight sports screen,0,15,76,4.066666666666666,6,0,0,0,1,0,0,0
3133,atm4u sorry said mean forgive,0,11,59,4.363636363636363,3,0,1,0,1,0,0,0
3134,ughh troublee,0,6,30,4.0,3,0,0,0,0,0,0,0
3135,princezztia teeeeeeweeeee,0,2,29,13.0,0,0,1,0,0,0,0,0
3136,ahh crutchessjust came hospital,0,9,57,5.333333333333333,4,0,0,0,1,0,0,0
3137,rell8182 feel bad bout miami hear sposed rain,0,12,64,4.333333333333333,1,0,1,1,1,0,0,0
3138,rachelcallen crayonmarkerpaint,0,8,59,6.375,4,0,1,0,1,0,0,0
3139,oooh maybe video game impulse buyer probably end spending way,0,24,116,3.8333333333333335,10,0,0,0,1,0,0,0
3140,mzsallyv starting sux add oil,0,6,38,5.333333333333333,1,0,1,0,0,0,0,0
3141,believe david carradine died rip kung fu legend,0,11,80,6.181818181818182,0,0,0,0,2,0,1,0
3142,annoying little cousins visiting weekend,0,8,53,5.625,2,0,0,0,0,0,0,0
3143,alas crazy hair dresser tried stab eyes cut ears succeeded burning horro convinced bangs,0,26,137,4.269230769230769,8,0,0,0,0,0,0,0
3144,cold sick,0,3,14,3.6666666666666665,1,0,0,0,0,0,0,0
3145,firebucket sorry man happen till quit twitter sad,0,23,116,4.043478260869565,7,0,1,0,1,0,0,0
3146,cochineal lucky followed swineflu find desirable followees tweet,0,16,119,6.4375,5,0,1,0,0,0,0,0
3147,theknobjockey sorry,0,5,31,5.2,3,0,1,0,0,0,0,0
3148,hate seeing ants food,0,5,25,4.0,1,0,0,0,1,0,0,0
3149,having rough,0,4,21,4.25,1,0,0,0,0,0,0,0
3150,byepolar quotfarquot,0,6,45,6.5,0,0,1,0,1,0,0,0
3151,skateramps omfg whyyyyyy sucks r18 wtf tai getcho asses,0,14,94,5.571428571428571,5,0,1,0,1,0,0,0
3152,finished designs long computer,0,16,92,4.75,7,0,0,0,0,0,0,0
3153,timgabaree need plan b didnt,0,8,42,4.25,1,0,1,0,2,0,0,0
3154,chrisseldo miss,0,7,40,4.714285714285714,3,0,1,0,1,0,0,0
3155,aw watching episode tonight sad,0,13,72,4.538461538461538,5,0,0,0,0,0,0,0
3156,nicnixs xxxoo miss cries feel better lil,0,17,111,5.529411764705882,4,0,1,0,2,0,1,0
3157,shaunjumpnow aww cute xd wanted foto wif sis broke da camera sat,0,18,84,3.6666666666666665,5,0,1,0,1,0,0,0
3158,test unsuccessful brb,0,3,23,6.666666666666667,0,0,0,0,0,0,0,0
3159,thingsmummysaid te voi meter la comida por osico si te la comes toda jaja thats mom understood,0,26,132,4.076923076923077,8,1,0,0,0,0,0,0
3160,travisbell chance completely fell weird little guy,0,18,99,4.5,8,0,1,0,1,0,0,0
3161,thirsty middle fridge find brand bottle cran-cherry juice gone fml moment,0,26,137,4.269230769230769,12,0,0,0,1,0,0,0
3162,brentspiner dont wrong artist twitterer continue dont hate,0,22,115,4.181818181818182,10,0,1,0,2,0,0,0
3163,outta showerrr sick,0,7,40,4.714285714285714,2,0,0,0,0,0,0,0
3164,flower lamp sad thought gonna folding look trying hard breath,0,24,119,3.9583333333333335,13,0,0,0,0,0,0,0
3165,bunch texts morning people mad drunk mistakes late didnt drink hell,0,26,127,3.8846153846153846,12,0,0,0,0,0,0,0
3166,pia colada mix wallow sorrows,0,11,53,3.8181818181818183,5,0,0,0,0,0,0,0
3167,peanut butter brownies blueberry bagels chocolate ginger crisps oatmeal icecream yesssssssss things eat,0,20,138,5.9,4,0,0,0,1,0,0,0
3168,funny thingin order dream kinda sleep,0,10,59,4.9,4,1,0,0,0,0,0,0
3169,youmeatsix loooved yesterday miss guys,0,11,67,5.090909090909091,4,0,1,0,2,0,0,0
3170,pattioshea sadly woke morning read newsletter power 30 mins ago,0,21,113,4.380952380952381,10,0,1,1,1,0,0,0
3171,leave rule twittering 10 ok ok,0,11,57,4.181818181818182,3,0,0,1,0,0,0,0
3172,bored bored bored reality morning,0,8,54,5.75,2,0,0,0,0,0,0,0
3173,rawralyrawr haaaaaaaah forreal drunk drive shoulda stayed goodnight,0,18,114,5.333333333333333,5,0,1,0,2,0,0,0
3174,cracker jacks ice cream caramel base vanilla base freeze little prizes sorry,0,26,136,4.230769230769231,9,0,0,0,0,0,0,0
3175,ryanophoto worst luck,0,7,42,5.0,2,0,1,0,0,0,0,0
3176,lilibaby awe miss tonight,0,12,62,4.166666666666667,5,0,1,0,0,0,0,0
3177,waiting quotupquot 3d start wish felt trip science ctrso sick sick,0,23,127,4.478260869565218,11,0,0,0,1,0,0,0
3178,selenagomez hello selena huge fan follow soo bored school 2moro write thank xxxx,0,26,136,4.1923076923076925,6,0,1,0,1,0,0,0
3179,great morris excited rolled shit killed bird backyard,0,20,118,4.85,11,0,0,0,0,0,1,0
3180,dferrari remember,0,9,50,4.555555555555555,4,0,1,0,1,0,0,0
3181,gym gettin ready cant help feel weird right,0,17,89,4.235294117647059,8,0,0,0,0,0,0,0
3182,sucks having dog wanted knowing sick,0,17,91,4.352941176470588,8,0,0,0,0,0,0,0
3183,3 mini-trip japan nearly took dinner small place managed order ok start packing,0,24,130,4.375,10,0,0,1,0,0,0,0
3184,neecouk tried luck,0,9,42,3.6666666666666665,3,0,1,0,0,0,0,0
3185,knows best buy tickets usa minute coz trip muc-lax-nxc-muc gone 60 kayakcom,0,26,135,4.1923076923076925,10,0,0,2,2,0,0,0
3186,murder pro-life doubt abortionist george tillers murder smear pro-lifers nonetheless,0,18,134,6.444444444444445,6,0,0,0,0,0,1,0
3187,moved strayer wyotech virginia college,0,12,68,4.666666666666667,3,0,0,0,1,0,0,0
3188,greatest dream damon reali wanna cry precious,0,22,111,4.045454545454546,10,0,0,0,2,0,0,0
3189,proposal pretty funny enjoyed ryan reynolds upset married scarlett johannson,0,22,128,4.818181818181818,6,0,0,0,2,0,0,0
3190,virus bebo,0,4,17,3.25,2,0,0,0,0,0,0,0
3191,tom town,0,5,20,3.0,3,0,0,0,0,0,0,0
3192,omg actual homework head,0,8,40,4.0,4,0,0,0,0,0,0,0
3193,stayed nite sleepy,0,10,47,3.7,6,0,0,0,0,0,0,0
3194,ready running leeds headless chicken morning,0,12,75,5.25,4,0,0,0,0,0,0,0
3195,need cheering,0,4,22,4.5,2,0,0,0,0,0,0,0
3196,meant x,0,8,33,3.125,6,0,0,0,0,0,0,0
3197,feeling,0,4,23,4.75,0,0,0,0,0,0,0,0
3198,kdark74 reply gov schwarzenegger happy,0,16,86,4.375,9,0,1,0,1,0,0,0
3199,leahbraemel donna benefits able exchange books share ebooks digi,0,25,137,4.48,10,0,1,0,1,0,0,0
3200,rachellouise3 embarrassment elphaba believe level sad known mankind msn,0,23,133,4.782608695652174,7,0,1,0,1,0,0,0
3201,feels sic ate candy,0,6,28,3.6666666666666665,0,0,0,0,0,0,0,0
3202,cinnamoncloud urhg knees starting throb bit,0,8,51,5.375,2,0,1,0,0,0,0,0
3203,nice sitting office wish beer garden,0,15,67,3.466666666666667,8,0,0,0,0,0,0,0
3204,bummer sundowns wanted tonight town tn theatre,0,28,133,3.75,17,0,0,0,3,0,0,0
3205,ughi crying,0,4,26,5.5,0,0,0,0,0,0,0,0
3206,neominitails having trouble following people following,0,11,76,5.909090909090909,4,0,1,0,0,0,0,0
3207,ahmadineshad orosbu cocuk destroy country azizam,0,10,119,5.6,3,0,0,0,0,0,0,0
3208,emjai checked season 03-04 missed 6 years,0,20,89,3.45,11,0,1,1,2,0,0,0
3209,hate svn right pigs ear codeplex,0,15,63,3.2,9,0,0,0,0,0,0,0
3210,emeralddiscount monty ok hyper fact ii clicks,0,15,84,4.6,5,0,1,0,0,0,0,0
3211,iampaul bad,0,3,20,5.666666666666667,0,0,1,0,0,0,0,0
3212,united announces need furlough 2150 flight attendants effective august 31 2009 mikey sad,0,15,100,5.6,2,0,0,0,0,0,0,0
3213,maryelleuh bb called tell job nervous,0,23,106,3.608695652173913,13,0,1,0,1,0,0,0
3214,called 15 minutes sooner,0,9,55,5.111111111111111,4,0,1,1,0,0,0,0
3215,19fischi75 usually sunday free 4 theres lot fix tha flood,0,24,112,3.6666666666666665,10,0,1,1,0,0,0,0
3216,confirmed drives bad nice quality control seagate newegg,0,13,81,5.230769230769231,3,0,0,0,0,0,0,0
3217,watching moulin rouge,0,4,29,6.25,0,0,0,0,0,0,0,0
3218,torontoyeah craving pinkberryboo,0,5,49,8.8,1,0,0,0,0,0,0,0
3219,aaaagh hate laptop,0,5,30,5.0,2,0,0,0,0,0,0,0
3220,okay math test hope swear mad myslef,0,29,126,3.3448275862068964,9,0,0,0,8,0,0,0
3221,warm clammy argh,0,8,37,3.625,3,0,0,0,0,0,0,0
3222,coming air wifi access media,0,9,46,4.111111111111111,4,0,1,0,0,0,0,0
3223,things change life,0,6,30,4.0,2,0,0,0,0,0,0,0
3224,vbs zoo helloekatelyn brittany katy,0,15,86,4.733333333333333,7,0,1,0,1,0,0,0
3225,supposed rain rest week wth fb,0,12,55,3.5833333333333335,6,1,0,0,0,0,0,0
3226,migraine hell bed,0,6,34,4.5,2,0,0,0,0,0,0,0
3227,stacijshelton hey girl card miss,0,11,67,5.0,3,0,1,0,1,0,0,0
3228,upgraded 30 iphone crash delete contacts info tell difference 30 older,0,27,137,4.074074074074074,14,0,0,0,1,0,0,0
3229,legs tired sick,0,12,52,3.3333333333333335,4,0,0,0,1,0,0,0
3230,abbichicken old original miss kitkats,0,11,65,4.909090909090909,3,0,1,0,1,0,0,0
3231,punch drunk allergies cold wondering denver,0,17,92,4.235294117647059,7,0,0,0,0,0,0,0
3232,start maths paper,0,6,29,3.8333333333333335,3,0,0,0,0,0,0,0
3233,bbq invite today-yup weeks holiday coming devon-yup ergo weather wet cold forecast stay wetcold week,0,24,138,4.75,9,0,0,0,1,0,0,0
3234,muhreeuhh,0,5,24,3.8,1,0,1,0,1,0,0,0
3235,went 40 kms hwy 5 realizing hwy 3 supposed dinner penticton,0,26,128,3.8461538461538463,8,0,0,2,2,0,0,0
3236,little worried physics regents stupid,0,9,53,4.888888888888889,3,0,0,0,0,0,0,0
3237,leddy2286 fearing blonde hair colour damaged brain cells getting groove kigh woop,0,23,127,4.478260869565218,9,0,1,0,1,0,0,0
3238,finally stuff doneat morning,0,9,53,4.888888888888889,5,0,0,0,0,0,0,0
3239,tash123 sad,0,6,33,4.5,1,0,1,0,1,0,0,0
3240,gotten babysitting usally bed eating,0,14,76,4.428571428571429,2,0,0,0,6,0,0,0
3241,etherradio awake ill nap afternoon,0,11,61,4.545454545454546,5,0,1,0,0,0,0,0
3242,headed town days miss girls,0,12,54,3.5,6,0,0,0,0,0,0,0
3243,ugh bout prepare worki barely slept misterdude agony foot tossed turned kept awake,0,24,135,4.625,9,0,1,0,0,0,0,0
3244,sharminequiamco ok,0,3,32,9.666666666666666,0,0,1,0,0,0,0,0
3245,morning every1 3 hours left 1st exam,0,11,51,3.6363636363636362,1,0,0,2,0,0,0,0
3246,iranian twitterers starting report sounds gunfire streets,0,12,78,5.5,5,0,0,0,0,0,0,0
3247,randomtrouble haha robert pattinson reportedly mean find mean creepy,0,23,136,4.913043478260869,3,0,1,0,4,0,0,0
3248,suchislife81 sorry,0,3,22,6.333333333333333,0,0,1,0,1,0,0,0
3249,busy spymaster malarkey intrigued ilist interesting approach,0,15,124,7.2,5,2,0,0,0,0,1,0
3250,msmagic rubbish week,0,7,43,5.142857142857143,4,0,1,0,0,0,0,0
3251,knew hit ball point neck hurts,0,19,81,3.263157894736842,7,0,0,0,2,0,0,0
3252,feel sick sleep,0,12,49,3.0833333333333335,7,0,0,0,0,0,0,0
3253,cof cof,0,2,10,4.0,0,0,0,0,0,0,0,0
3254,wish 4 healthy cigarettes,0,6,32,4.333333333333333,0,0,0,1,1,0,0,0
3255,nothingggg bored outta nut,0,6,32,4.333333333333333,1,0,0,0,0,0,0,0
3256,leaving tomarrow,0,2,18,8.0,0,0,0,0,0,0,0,0
3257,feel swine flu,0,8,34,3.25,2,0,0,0,2,0,0,0
